MPI size	gridx	gridy	gridz	gridgapx	gridgapy	gridgapz	nsteps	cal_time
6			128		128		420		5.0e-08		5.0e-08		5.0e-09		1001			0:14:59.783716
5			128		128		420		5.0e-08		5.0e-08		5.0e-09		1001			0:18:48.179035
4			128		128		420		5.0e-08		5.0e-08		5.0e-09		1001			0:26:22.880934
3			128		128		420		5.0e-08		5.0e-08		5.0e-09		1001			0:41:29.619126
8			256		256		420		5.0e-08		5.0e-08		5.0e-09		1001			0:53:24.633002
7			256		256		420		5.0e-08		5.0e-08		5.0e-09		1001			1:00:34.638729
6			256		256		420		5.0e-08		5.0e-08		5.0e-09		1001			1:12:10.251564
5			256		256		420		5.0e-08		5.0e-08		5.0e-09		1001			1:29:42.113149
