16		16		100		5e-09		5e-09		5e-09		101		0:00:01.610020
16		16		100		5e-09		5e-09		5e-09		101		0:00:01.579631
16		16		100		5e-09		5e-09		5e-09		2001		0:00:32.368850
16		16		100		5e-09		5e-09		5e-09		2001		0:00:32.119924
16		16		100		5e-09		5e-09		5e-09		2001		0:00:30.955649
16		16		100		5e-09		5e-09		5e-09		2001		0:00:31.201644
16		16		100		5e-09		5e-09		5e-09		2001		0:00:31.293583
64		64		200		5e-09		5e-09		5e-09		24001		1:01:40.369104
64		64		200		5e-09		5e-09		5e-09		24001		1:02:03.670485
64		64		200		5e-09		5e-09		5e-09		24001		1:02:21.014856
64		64		200		5e-09		5e-09		5e-09		24001		1:02:25.315216
