64		64		200		5e-09		5e-09		5e-09		24001		1:01:45.735728
64		64		200		5e-09		5e-09		5e-09		24001		1:01:36.224892
64		64		200		5e-09		5e-09		5e-09		24001		1:02:08.700307
64		64		200		5e-09		5e-09		5e-09		24001		1:01:45.966430
64		64		200		5e-09		5e-09		5e-09		24001		1:02:58.252812
64		64		200		5e-09		5e-09		5e-09		24001		1:01:35.118427
16		16		200		5e-09		5e-09		5e-09		12001		0:05:10.636170
16		16		200		5e-09		5e-09		5e-09		201		0:00:06.016176
16		16		200		5e-09		5e-09		5e-09		201		0:00:06.066648
16		16		200		5e-09		5e-09		5e-09		201		0:00:06.132389
16		16		200		5e-09		5e-09		5e-09		201		0:00:06.107827
16		16		200		5e-09		5e-09		5e-09		201		0:00:06.241054
16		16		200		5e-09		5e-09		5e-09		201		0:00:05.834612
64		64		200		5e-09		5e-09		5e-09		12001		0:31:24.305291
64		64		200		5e-09		5e-09		5e-09		12001		0:31:34.522460
64		64		200		5e-09		5e-09		5e-09		12001		0:31:16.569420
64		64		200		5e-09		5e-09		5e-09		12001		0:31:17.016678
64		64		200		5e-09		5e-09		5e-09		12001		0:31:07.887920
64		64		200		5e-09		5e-09		5e-09		12001		0:31:17.797226
64		64		200		5e-09		5e-09		5e-09		12001		0:31:23.921669
64		64		200		5e-09		5e-09		5e-09		12001		0:31:11.705925
64		64		200		5e-09		5e-09		5e-09		12001		0:31:08.521473
64		64		200		5e-09		5e-09		5e-09		12001		0:31:21.034714
