mmx : 
9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		9.29e-06		
7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		7.46e-06		
5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		5.98e-06		
4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		4.84e-06		
3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		3.98e-06		
3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		3.36e-06		
2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		2.95e-06		
2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		2.7e-06		
2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		2.57e-06		
2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		2.52e-06		
